stage,risk_level,stock_code,stock_name,bond_code,bond_name,issue_amount_billion,planned_issue_amount_billion,actual_issue_amount_billion,record_date,priority_subscribe_date,online_subscribe_date,priority_payment_date,winning_result_date,listing_date,convert_start_date,convert_end_date,registered_date,issue_announce_date,latest_announcement_date,latest_title,latest_url,next_action
已上市,低,688398,赛特新材,118044,赛特转债,4.42,,,,,2023-09-11,,,2023-10-12,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300926,博俊科技,123222,博俊转债,5.0,,,,,2023-09-08,,,2023-09-28,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,301188,力诺药包,123221,力诺转债,5.0,,,,,2023-08-23,,,2023-09-14,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,002335,科华数据,127091,科数转债,14.92068,,,,,2023-08-23,,,2023-09-12,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,603165,荣晟环保,113676,荣23转债,3.3,,,,,2023-08-18,,,2019-08-13,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300942,易瑞生物,123220,易瑞转债,3.281967,,,,,2023-08-18,,,2023-09-06,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,605368,蓝天燃气,111017,蓝天转债,8.7,,,,,2023-08-15,,,2023-09-08,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,688678,福立旺,118043,福立转债,7.0,,,,,2023-08-14,,,2023-09-12,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300790,宇瞳光学,123219,宇瞳转债,6.0,,,,,2023-08-11,,,2023-08-29,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,603179,新泉股份,113675,新23转债,4.5,,,,,2023-08-11,,,2018-06-22,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,301008,宏昌科技,123218,宏昌转债,3.8,,,,,2023-08-10,,,2023-08-30,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,688516,奥特维,118042,奥维转债,11.4,,,,,2023-08-10,,,2023-09-01,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,600481,双良节能,110095,双良转债,7.2,,,,,2023-08-08,,,2010-05-14,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300852,四会富仕,123217,富仕转债,5.7,,,,,2023-08-08,,,2023-08-24,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300737,科顺股份,123216,科顺转债,21.98,,,,,2023-08-04,,,2023-08-23,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,301268,铭利达,123215,铭利转债,10.0,,,,,2023-08-03,,,2023-08-23,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,688633,星球石墨,118041,星球转债,6.2,,,,,2023-07-31,,,2023-08-22,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300239,东宝生物,123214,东宝转债,4.55,,,,,2023-07-31,,,2023-08-18,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,301127,武汉天源,123213,天源转债,10.0,,,,,2023-07-28,,,2023-08-16,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,601609,金田股份,113068,金铜转债,15.0,,,,,2023-07-28,,,2021-04-12,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300121,阳谷华泰,123211,阳谷转债,6.5,,,,,2023-07-27,,,2023-08-14,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,601139,深圳燃气,113067,燃23转债,16.0,,,,,2023-07-27,,,2013-12-27,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300454,深信服,123210,信服转债,12.14756,,,,,2023-07-27,,,2023-08-18,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300428,立中集团,123212,立中转债,8.998,,,,,2023-07-27,,,2023-08-16,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300644,南京聚隆,123209,聚隆转债,2.185,,,,,2023-07-26,,,2023-08-17,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,688711,宏微科技,118040,宏微转债,4.3,,,,,2023-07-25,,,2023-08-14,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,605228,神通科技,111016,神通转债,5.77,,,,,2023-07-25,,,2023-08-15,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,301078,孩子王,123208,孩王转债,10.39,,,,,2023-07-24,,,2023-08-10,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,002937,兴瑞科技,127090,兴瑞转债,4.62,,,,,2023-07-24,,,2023-08-15,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300948,冠中生态,123207,冠中转债,4.0,,,,,2023-07-21,,,2023-08-09,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,603018,华设集团,113674,华设转债,4.0,,,,,2023-07-21,,,2023-08-15,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,688597,煜邦电力,118039,煜邦转债,4.10806,,,,,2023-07-20,,,2023-08-15,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300272,开能健康,123206,开能转债,2.5,,,,,2023-07-20,,,2023-08-08,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,603730,岱美股份,113673,岱美转债,9.07939,,,,,2023-07-18,,,2023-08-10,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,002459,晶澳科技,127089,晶澳转债,89.603077,,,,,2023-07-18,,,2023-08-04,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,603327,福蓉科技,113672,福蓉转债,6.4,,,,,2023-07-18,,,2023-08-10,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,600888,新疆众和,110094,众和转债,13.75,,,,,2023-07-18,,,2023-08-14,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,688106,金宏气体,118038,金宏转债,10.16,,,,,2023-07-17,,,2023-08-10,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300879,大叶股份,123205,大叶转债,4.760312,,,,,2023-07-17,,,2023-08-08,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300829,金丹科技,123204,金丹转债,7.0,,,,,2023-07-13,,,2023-08-02,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,603878,武进不锈,113671,武进转债,3.1,,,,,2023-07-10,,,2023-08-03,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,605177,东亚药业,111015,东亚转债,6.9,,,,,2023-07-06,,,2023-08-02,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,002810,山东赫达,127088,赫达转债,6.0,,,,,2023-07-03,,,2023-07-19,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300980,祥源新材,123202,祥源转债,4.6,,,,,2023-07-03,,,2023-07-26,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300739,明阳电路,123203,明电转02,6.73,,,,,2023-07-03,,,2021-01-05,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,688589,力合微,118036,力合转债,3.8,,,,,2023-06-28,,,2023-07-20,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,301229,纽泰格,123201,纽泰转债,3.5,,,,,2023-06-27,,,2023-07-18,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,301022,海泰科,123200,海泰转债,3.965716,,,,,2023-06-27,,,2023-07-17,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,605337,李子园,111014,李子转债,6.0,,,,,2023-06-20,,,2023-07-13,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,002860,星帅尔,127087,星帅转2,2.8,,,,,2023-06-14,,,2020-02-19,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,300452,山河药辅,123199,山河转债,3.2,,,,,2023-06-12,,,2023-07-07,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,002237,恒邦股份,127086,恒邦转债,31.6,,,,,2023-06-12,,,2023-07-07,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,688103,国力电子,118035,国力转债,4.8,,,,,2023-06-12,,,2023-07-06,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
已上市,低,301098,金埔园林,123198,金埔转债,5.2,,,,,2023-06-08,,,2023-07-07,,,,,,,,已上市交易，后续关注转股期、下修、强赎、回售。
发行成功待上市,低,301459,丰茂股份,123283,丰茂转债,6.075298,,,,,2026-08-18,,,,,,,,,,,发行已完成，等待上市公告或上市交易。
